10,330892380798.000000
20,330924540231.000000
30,330924602230.000000
50,330980748239.000000
30,330980796238.000000
50,330981188231.000000
40,331708275406.000000
20,331712176337.000000
30,331712242336.000000
50,331740459839.000000
30,331740518838.000000
50,331742442804.000000
40,331792390923.000000
20,331807654654.000000
30,331853174851.000000
50,331880145376.000000
30,331880204375.000000
50,331880520369.000000
40,331880841364.000000
20,331881286356.000000
30,331934273421.000000
50,331970119789.000000
30,331970181788.000000
50,331970499783.000000
40,331971365767.000000
20,331976860671.000000
30,332031074715.000000
50,332039148572.000000
30,332070150026.000000
50,332070494020.000000
40,332117087198.000000
20,332130401963.000000
30,332150422610.000000
50,332158499468.000000
30,332180149086.000000
50,332180492080.000000
40,332181051070.000000
20,332181495063.000000
30,332235188116.000000
50,332270103501.000000
30,332270143500.000000
50,332270447495.000000
40,332287146200.000000
20,332288263181.000000
30,332329884448.000000
50,332338028304.000000
30,332352883043.000000
50,332353205037.000000
40,332353534031.000000
20,332370683729.000000
30,332420162858.000000
50,332428219716.000000
30,332446161400.000000
50,332446486394.000000
40,332447524376.000000
20,332470424972.000000
30,332532663876.000000
50,332560286390.000000
30,332560347389.000000
50,332561009377.000000
40,332567614261.000000
20,332569673224.000000
30,332650508801.000000
50,332685683181.000000
30,332685747180.000000
50,332686049175.000000
40,332692466062.000000
20,332710418746.000000
30,332754491969.000000
50,332790176341.000000
30,332790237340.000000
50,332790552334.000000
40,332791412319.000000
20,332796878223.000000
30,332848187319.000000
50,332856387175.000000
30,332890149580.000000
50,332890492574.000000
40,332952697478.000000
20,332967661215.000000
30,332967723214.000000
50,332975911070.000000
30,332990462813.000000
50,332990793807.000000
40,333015704369.000000
20,333040495932.000000
30,333080995219.000000
50,333089060077.000000
30,333120575522.000000
50,333120940515.000000
40,333122247492.000000
20,333122854482.000000
30,333169166666.000000
50,333177345522.000000
30,333192215260.000000
50,333192542254.000000
40,333215520849.000000
20,333230414587.000000
30,333276215781.000000
50,333286767595.000000
30,333310143184.000000
50,333310502178.000000
40,333311359162.000000
20,333316837066.000000
30,333382579909.000000
50,333397207652.000000
30,333397264651.000000
50,333398703626.000000
40,333401880570.000000
20,333404514523.000000
30,333496000914.000000
50,333519793495.000000
30,333530144313.000000
50,333530504307.000000
40,333531360292.000000
20,333536842195.000000
30,333593328201.000000
50,333620199729.000000
30,333620259728.000000
50,333620576722.000000
40,333623579669.000000
20,333630467548.000000
30,333677592719.000000
50,333685895573.000000
30,333690501492.000000
50,333690824486.000000
40,333692292460.000000
20,333700495316.000000
30,333765032180.000000
50,333810164386.000000
30,333810226385.000000
50,333810542380.000000
40,333821108194.000000
20,333821708183.000000
30,333867823372.000000
50,333876024228.000000
30,333891171961.000000
50,333891738951.000000
40,333892145944.000000
20,333894801897.000000
30,333978530424.000000
50,333986714280.000000
30,334030110517.000000
50,334030476510.000000
40,334061860958.000000
20,334078549664.000000
30,334078610663.000000
50,334086742520.000000
30,334106802167.000000
50,334107127161.000000
40,334127502803.000000
20,334140416576.000000
30,334206774408.000000
50,334260177469.000000
30,334260242468.000000
50,334260556462.000000
40,334264386395.000000
20,334265108382.000000
30,334297631810.000000
50,334305816666.000000
30,334323339358.000000
50,334323673353.000000
40,334324491338.000000
20,334330502233.000000
30,334407704876.000000
50,334415901732.000000
30,334450148130.000000
50,334450493124.000000
40,334456592016.000000
20,334457715997.000000
30,334487734469.000000
50,334495936325.000000
30,334513143022.000000
50,334513474017.000000
40,334513802011.000000
20,334515459982.000000
30,334580199844.000000
50,334588266702.000000
30,334604471417.000000
50,334604802411.000000
40,334605124406.000000
20,334620600134.000000
30,334683348031.000000
50,334724200313.000000
30,334724237312.000000
50,334724656305.000000
40,334756341748.000000
20,334770412500.000000
30,334793555094.000000
50,334830146450.000000
30,334830189450.000000
50,334830497444.000000
40,334861914892.000000
20,334863983856.000000
30,334922669824.000000
50,334970143990.000000
30,334970203989.000000
50,334970520983.000000
40,334971825960.000000
20,334972455949.000000
30,335061826378.000000
50,335100449699.000000
30,335100510698.000000
50,335100821693.000000
40,335107230580.000000
20,335110494523.000000
30,335166012547.000000
50,335179752305.000000
30,335200456942.000000
50,335200822935.000000
40,335202040914.000000
20,335207404819.000000
30,335251877038.000000
50,335259923896.000000
30,335280140541.000000
50,335280491535.000000
40,335286386432.000000
20,335286450431.000000
30,335337228539.000000
50,335345505394.000000
30,335371433938.000000
50,335371749933.000000
40,335372597918.000000
20,335378101821.000000
30,335424548006.000000
50,335442751686.000000
30,335460335377.000000
50,335470535198.000000
40,335524661248.000000
20,335538671002.000000
30,335538732000.000000
50,335546844858.000000
30,335570464443.000000
50,335570797437.000000
40,335593338042.000000
20,335610464741.000000
30,335660557861.000000
50,335668603720.000000
30,335690638333.000000
50,335691078325.000000
40,335699283181.000000
20,335710392986.000000
30,335727149692.000000
50,335735364548.000000
30,335751779259.000000
50,335752102254.000000
40,335752916239.000000
20,335760551105.000000
30,335831870853.000000
50,335839936711.000000
30,335870104182.000000
50,335870480175.000000
40,335894954745.000000
20,335910456473.000000
30,335925614207.000000
50,335954104707.000000
30,335955667679.000000
50,335957122654.000000
40,335967974463.000000
20,335970200424.000000
30,336071279649.000000
50,336079352507.000000
30,336086872375.000000
50,336088352349.000000
40,336100334139.000000
20,336102487101.000000
30,336148718289.000000
50,336156903146.000000
30,336177892777.000000
50,336178215771.000000
40,336196297454.000000
20,336210415206.000000
30,336247356557.000000
50,336255550413.000000
30,336281046966.000000
50,336281614956.000000
40,336296091702.000000
20,336298156666.000000
30,336373557343.000000
50,336415662604.000000
30,336415725603.000000
50,336416024598.000000
40,336416870583.000000
20,336420541519.000000
30,336464682744.000000
50,336478585500.000000
30,336478640499.000000
50,336480324470.000000
40,336482315435.000000
20,336484640394.000000
30,336581019703.000000
50,336589088562.000000
30,336600141368.000000
50,336600495362.000000
40,336610219191.000000
20,336610287190.000000
30,336671209121.000000
50,336679270980.000000
30,336692068755.000000
50,336692384750.000000
40,336698306646.000000
20,336698372645.000000
30,336752845689.000000
50,336790144035.000000
30,336790202034.000000
50,336790485029.000000
40,336796406925.000000
20,336796472924.000000
30,336845370066.000000
50,336870978617.000000
30,336880182455.000000
50,336880505449.000000
40,336881072439.000000
20,336886489344.000000
30,336928960599.000000
50,336937121456.000000
30,336957071106.000000
50,336957394101.000000
40,336958175087.000000
20,336960589044.000000
30,337027717867.000000
50,337036021721.000000
30,337070180122.000000
50,337070536116.000000
40,337078685973.000000
20,337079509958.000000
30,337155791620.000000
50,337180622184.000000
30,337180665184.000000
50,337181224174.000000
40,337211485643.000000
20,337229997318.000000
30,337230132316.000000
50,337238135175.000000
30,337256222858.000000
50,337256547852.000000
40,337264373715.000000
20,337280943425.000000
30,337325604642.000000
50,337353747149.000000
30,337370135861.000000
50,337370499855.000000
40,337375863761.000000
20,337376958742.000000
30,337450602451.000000
50,337458667310.000000
30,337480543926.000000
50,337481129916.000000
40,337512077374.000000
20,337519109250.000000
30,337519172249.000000
50,337527428105.000000
30,337551961674.000000
50,337552294669.000000
40,337552616663.000000
20,337565714433.000000
30,337609905659.000000
50,337618055516.000000
30,337631556279.000000
50,337631884274.000000
40,337632430264.000000
20,337650574946.000000
30,337699176094.000000
50,337707341951.000000
30,337750103202.000000
50,337750475195.000000
40,337779444687.000000
20,337790415495.000000
30,337812036116.000000
50,337840285621.000000
30,337840346620.000000
50,337841006608.000000
40,337847400496.000000
20,337848646474.000000
30,337888102783.000000
50,337896371638.000000
30,337914450321.000000
50,337914782315.000000
40,337915816297.000000
20,337940380867.000000
30,337993590934.000000
50,338030118294.000000
30,338030181293.000000
50,338030495287.000000
40,338032862246.000000
20,338040501112.000000
30,338066566655.000000
50,338084772336.000000
30,338100133066.000000
50,338100492060.000000
40,338122213679.000000
20,338130454535.000000
30,338156062086.000000
50,338174272767.000000
30,338190108489.000000
50,338190465483.000000
40,338213506079.000000
20,338230404783.000000
30,338243505554.000000
50,338284452836.000000
30,338284488836.000000
50,338284902828.000000
40,338292202700.000000
20,338294060668.000000
30,338337500907.000000
50,338345695764.000000
30,338355668589.000000
50,338355998583.000000
40,338356553574.000000
20,338370493329.000000
30,338426063356.000000
50,338439775116.000000
30,338460461754.000000
50,338460792748.000000
40,338463162707.000000
20,338470437579.000000
30,338507633928.000000
50,338515897783.000000
30,338540341355.000000
50,338540677349.000000
40,338561133991.000000
20,338570392829.000000
30,338612876085.000000
50,338650104433.000000
30,338650163432.000000
50,338650478426.000000
40,338650801421.000000
20,338651234413.000000
30,338693981665.000000
50,338730168031.000000
30,338730227030.000000
50,338730542024.000000
40,338730865019.000000
20,338731277011.000000
30,338774113261.000000
50,338820104456.000000
30,338820161455.000000
50,338820477449.000000
40,338824111386.000000
20,338825481362.000000
30,338867129632.000000
50,338875763481.000000
30,338883676343.000000
50,338884004337.000000
40,338884812323.000000
20,338890514223.000000
30,338946148249.000000
50,338959784010.000000
30,338990208477.000000
50,338990551471.000000
40,338992043445.000000
20,339010544121.000000
30,339010608120.000000
50,339018589980.000000
30,339041452580.000000
50,339041779574.000000
40,339055661331.000000
20,339070417072.000000
30,339099856557.000000
50,339107996414.000000
30,339135874926.000000
50,339136194921.000000
40,339158102537.000000
20,339177751193.000000
30,339214363552.000000
50,339250140925.000000
30,339250197924.000000
50,339250514919.000000
40,339251069909.000000
20,339260548743.000000
30,339304432975.000000
50,339335208437.000000
30,339335272435.000000
50,339335573430.000000
40,339341124333.000000
20,339350556168.000000
30,339384743570.000000
50,339410165125.000000
30,339410215124.000000
50,339410522119.000000
40,339432882728.000000
20,339447041480.000000
30,339493747663.000000
50,339520200200.000000
30,339520258199.000000
50,339520572193.000000
40,339520895188.000000
20,339526413091.000000
30,339568945347.000000
50,339577119204.000000
30,339585248062.000000
50,339585575056.000000
40,339607713668.000000
20,339620409446.000000
30,339667878616.000000
50,339676056473.000000
30,339680458396.000000
50,339681026386.000000
40,339711873846.000000
20,339730385522.000000
30,339777700694.000000
50,339785894551.000000
30,339818207985.000000
50,339820417947.000000
40,339820759941.000000
20,339821191933.000000
30,339882433862.000000
50,339910140377.000000
30,339910198376.000000
50,339910515370.000000
40,339926051099.000000
20,339940369848.000000
30,339955345586.000000
50,339973551267.000000
30,340000203801.000000
50,340005572707.000000
40,340023845387.000000
20,340025920351.000000
30,340081937371.000000
50,340120144702.000000
30,340120206701.000000
50,340120506696.000000
40,340165005918.000000
20,340180465647.000000
30,340186180547.000000
50,340220151953.000000
30,340220210952.000000
50,340220511946.000000
40,340225789854.000000
20,340240491597.000000
30,340273385021.000000
50,340300144554.000000
30,340300201553.000000
50,340300517547.000000
40,340310644370.000000
20,340311058363.000000
30,340378504184.000000
50,340386702040.000000
30,340400352802.000000
50,340400952791.000000
40,340401579780.000000
20,340402147770.000000
30,340428579308.000000
50,340436895163.000000
30,340452854884.000000
50,340453187878.000000
40,340453511872.000000
20,340460576749.000000
30,340527380581.000000
50,340535556438.000000
30,340561469985.000000
50,340561818979.000000
40,340562673964.000000
20,340568155868.000000
30,340599048328.000000
50,340607210185.000000
30,340621086943.000000
50,340621652933.000000
40,340634997700.000000
20,340637097663.000000
30,340723211157.000000
50,340736064933.000000
30,340736120932.000000
50,340737110914.000000
40,340738676887.000000
20,340739863866.000000
30,340799377826.000000
50,340807553683.000000
30,340827846328.000000
50,340828173322.000000
40,340828987308.000000
20,340830457282.000000
30,340895674142.000000
50,340920139715.000000
30,340920196714.000000
50,340920512708.000000
40,340923075663.000000
20,340935548445.000000
30,340983548606.000000
50,341010181140.000000
30,341010242139.000000
50,341010560134.000000
40,341181142152.000000
20,341182675125.000000
30,341182739124.000000
50,341211735617.000000
